Share Symbol,Name,Number of transaction,Max Price,Min Price,Closing Price,Difference,Traded Shares,Traded Amount,Previous Closing,Percent Difference,Date
ILI,IME Life Insurance Company Limited,2444,Rs. 549.9,Rs. 535.6,Rs. 538.8,-6.7,72788,39331365.6,545.5,-1.23,"10 September, 2023"
ILI,IME Life Insurance Company Limited,2632,Rs. 552.0,Rs. 528.2,Rs. 550.0,11.2,63895,34930948.3,538.8,2.08,"11 September, 2023"
ILI,IME Life Insurance Company Limited,1690,Rs. 566.0,Rs. 539.6,Rs. 541.2,-8.8,60371,32991921.1,550.0,-1.6,"12 September, 2023"
ILI,IME Life Insurance Company Limited,2508,Rs. 555.3,Rs. 540.0,Rs. 554.0,12.8,70531,38824316.6,541.2,2.37,"13 September, 2023"
ILI,IME Life Insurance Company Limited,2329,Rs. 555.0,Rs. 535.3,Rs. 536.0,-18.0,86027,46586887.9,554.0,-3.25,"17 September, 2023"
ILI,IME Life Insurance Company Limited,2084,Rs. 540.0,Rs. 530.0,Rs. 540.0,4.0,45272,24206897.0,536.0,0.75,"18 September, 2023"
ILI,IME Life Insurance Company Limited,1999,Rs. 540.0,Rs. 531.0,Rs. 537.0,-3.0,42969,23016831.4,540.0,-0.56,"19 September, 2023"
ILI,IME Life Insurance Company Limited,4006,Rs. 554.0,Rs. 538.1,Rs. 543.2,6.2,107149,58427180.3,537.0,1.15,"21 September, 2023"
ILI,IME Life Insurance Company Limited,2581,Rs. 545.0,Rs. 531.1,Rs. 531.5,-11.7,54688,29346959.7,543.2,-2.15,"24 September, 2023"
ILI,IME Life Insurance Company Limited,2413,Rs. 539.9,Rs. 530.1,Rs. 530.3,-1.2,45640,24324519.7,531.5,-0.23,"25 September, 2023"
ILI,IME Life Insurance Company Limited,2525,Rs. 540.8,Rs. 533.1,Rs. 538.0,7.7,51509,27691630.2,530.3,1.45,"26 September, 2023"
ILI,IME Life Insurance Company Limited,1797,Rs. 545.0,Rs. 530.6,Rs. 532.5,-5.5,46183,24613696.9,538.0,-1.02,"27 September, 2023"
ILI,IME Life Insurance Company Limited,2632,Rs. 531.0,Rs. 516.3,Rs. 520.1,-12.4,68794,35920377.0,532.5,-2.33,"01 October, 2023"
ILI,IME Life Insurance Company Limited,2555,Rs. 522.0,Rs. 511.0,Rs. 514.0,-6.1,50083,25761547.5,520.1,-1.17,"02 October, 2023"
ILI,IME Life Insurance Company Limited,1826,Rs. 514.0,Rs. 505.0,Rs. 506.0,-8.0,35796,18209584.1,514.0,-1.56,"03 October, 2023"
ILI,IME Life Insurance Company Limited,2404,Rs. 518.0,Rs. 507.0,Rs. 510.0,4.0,44037,22493579.1,506.0,0.79,"04 October, 2023"
ILI,IME Life Insurance Company Limited,1873,Rs. 510.5,Rs. 502.0,Rs. 503.3,-6.7,36244,18337140.1,510.0,-1.31,"05 October, 2023"
ILI,IME Life Insurance Company Limited,2185,Rs. 504.5,Rs. 484.1,Rs. 486.0,-17.3,85829,42050442.3,503.3,-3.44,"08 October, 2023"
